0,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
18476,2021-07-29 00:00:00,74020000000,COPPER CUP WITH STEEL WOOL,OPTODEV INC BLK 2 LOT 2 CORNER STAR AVENUE,,EURAMA CORPORATION,45,PKG,-,3300,South Korea,Philippines,Ninoy Aquino International Airport,45,KGS,-,-,Not Available,-,-,YKR01732356,-,-,-,-,,45,"& INTERSTAR STREET LIIP-SEPZ 
MAMPLASAN, BINAN LAGUNA 4024, 
PHILIPPINES *","HYUNDAI DREAM TOWER RM,602-2 233-1,MOKODONG-DONGRO,YANGCHEO N-GU,SEOU L 158-718,  KOREA,REPUBLIC OF",,PhilippinesComplete T3  Import
18477,2021-06-24 00:00:00,74020000000,BLISTER,KINPO ELECTRONICS PHILIPPINES INC,,KINPO ELECTRONICS CHINA CO LTD KINPO INTERNATIONAL LTD,290.77,PKG,-,3220.2,China,Philippines,Port Of Batangas,290.77,KGS,-,-,Not Available,-,-,MST2106004,-,-,-,-,,311.32,BLOCK 7 LOT 7 MAIN BOULEVARD LIMA TECHNOLOGY CENTRE SPECIAL ECONOMIX Z,,,PhilippinesComplete T3  Import
18478,2021-12-14 00:00:00,74020000000,"Blister ,  Black ,  Graham Medium Round Tart x 20",LA ROSE NOIRE PHILIPPINES INC,,SWISS PATISSIERS LIMITED,926.5,PKG,-,5406.4,China,Philippines,Not Available,926.5,KGS,-,-,Not Available,-,-,MDGMNN21B067,-,-,-,-,,981,"
IE5 M.A. ROXAS HIGHWAY
CLARK FREEPORT ZONE 2023
PHILIPPINES",,,PhilippinesComplete T3  Import
18479,2021-03-09 00:00:00,74020000000,HULLCELL ANODE,ROHM ELECTRONICS PHILIPPINES INC,,SHIMIZU TOKENZAI CO LTD,0.46,UNT,-,209,Japan,Philippines,Ninoy Aquino International Airport,0.46,KGS,-,-,Not Available,-,-,1.4601530026e+11,-,-,-,-,,0.52,"BLK 3&5 PEOPLES AVENUE,PEOPLES TECHNOLOGY COMPLEX,SEZ,CARMONA CAVITE 4116",,,PhilippinesComplete T3  Import
18480,2021-03-31 00:00:00,74020000000,LEAD FREE SOLDER PASTE,INVENTORY MANAGEMENT SERVICES INC,,DYFENCO INTL CO LTD,120,PKG,-,4705.4,Taiwan,Philippines,Ninoy Aquino International Airport,120,KGS,-,-,Not Available,-,-,7.7327111954e+11,-,-,-,-,,120,UNIT 4 LOT 3-2 D BLOCK 2 PHASE 5 EAST MAIN AVE LAGUNA BINAN PH,,,PhilippinesComplete T3  Import
18481,2021-12-16 00:00:00,74020000,2 X 20 CONTAINERS CONTAINING 28 BAGS OF RECYCLING MATERIALS FOR BRASS,ZHEJIANG ARTS CRAFTS IMP EXP CO LTD,,Fbm Fundicao Brasileira De Metais Ltda,0,KGS,-,243000,Brazil,China,Ningbo,50056,KGS,-,-,Santos,-,-,41650108,-,2,-,-,,50056,BUILDING 5 NO. 31 XIANXING ROADYUHANG HANGZHOU ZHEJIANGCHINA CHINA ,"Av. President Wilson, 1735 - Mooca, São Paulo - SP, 03107-002, Brazil",,Brazil T3  Export
18482,2021-10-06 00:00:00,74020000,1 X 20 CONTAINERS CONTAINING 15 BAGS OF RECYCLING MATERIALS FOR BRASS,ZHEJIANG ARTS CRAFTS IMP EXP CO LTD,,Nova Uniao Comercio de Metais Ltda,0,KGS,-,108000,Brazil,China,Ningbo,25050,KGS,-,-,Pecém Pt / São Gonçalo Do Amarante,-,-,40956903,-,1,-,-,,25050,BUILDING 5 NO. 31 XIANXING ROADYUHANG HANGZHOU ZHEJIANGCHINA CHINA ,"Av. Dep. Paulino Rocha, 1690 - Cajazeiras, Fortaleza - CE, 60864-311, Brazil",,Brazil T3  Export
18483,2021-10-10 00:00:00,74020000,2 X 20 CONTAINERS CONTAINING 36 BAGS OF RECYCLING MATERIALS FOR BRASS,ZHEJIANG HAILIANG CO LTD,,Ecomet Industria Comercio Reciclagem De Metais Plasticos Ltda,0,KGS,-,210000,Brazil,China,Ningbo,48609,KGS,-,-,Itapoa,-,-,40959383,-,2,-,-,,48609,"DIANKOU, ZHUJI CITY, ZHEJIANG, CHINA PHONE: 86 187","BR -280, 5065 - Agricultural College, Araquari - SC, 89245-000, Brazil",,Brazil T3  Export
18484,2021-04-15 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,28339,,-,3759958.3,Zambia,Namibia,Not Available,28339,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18485,2021-05-27 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,27728,,-,3670020.56,Zambia,Namibia,Not Available,27728,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18486,2021-06-17 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,30133,,-,3830640.41,Zambia,Namibia,Not Available,30133,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18487,2021-06-17 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,30074,,-,3823140.11,Zambia,Namibia,Not Available,30074,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18488,2021-04-29 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,31107,,-,4043421.48,Zambia,Namibia,Not Available,31107,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18489,2021-05-05 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,27896,,-,3661532.52,Zambia,Namibia,Not Available,27896,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18490,2021-07-16 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,33755,,-,4711578.57,Zambia,Namibia,Not Available,33755,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18491,2021-06-03 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,35974,,-,4887350.92,Congo,Namibia,Not Available,35974,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18492,2021-05-07 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,29067,,-,3623310.37,Congo,Namibia,Not Available,29067,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18493,2021-04-17 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,26258,,-,3491729.53,Zambia,Namibia,Not Available,26258,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18494,2021-07-17 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CNMC LUANSHYA COPPER MINES PLC CLM n,30223,,-,4241051.82,Zambia,Namibia,Not Available,30223,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18495,2021-04-24 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KALUMBILA MINERALS LTD nMWINILUNGA R,35679,,-,4984565.62,Zambia,Namibia,Not Available,35679,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18496,2021-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,35489,,-,4613042.42,Zambia,Namibia,Not Available,35489,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18497,2021-04-28 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,35294,,-,4587695.19,Zambia,Namibia,Not Available,35294,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18498,2021-06-04 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,33365,,-,4564965.06,Congo,Namibia,Not Available,33365,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18499,2021-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KANSANSHI MINING PLC nOLD CONGO ROAD nSOLWEZI nNORTH WESTERN PROVINCE nZAMBIA,35610,,-,5089433.72,Zambia,Namibia,Not Available,35610,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18500,2021-04-26 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,RELOAD LOGISTICS AND TRADING LTD nP,34554,,-,3139759.92,Zambia,Namibia,Not Available,34554,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18501,2021-04-04 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KALUMBILA MINERALS LTD nMWINILUNGA R,35659,,-,4749480.82,Zambia,Namibia,Not Available,35659,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18502,2021-06-26 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,30027,,-,3991716.08,Zambia,Namibia,Not Available,30027,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18503,2021-06-25 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,27600,,-,3669100.88,Zambia,Namibia,Not Available,27600,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18504,2021-06-21 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,27671,,-,3678574.13,Zambia,Namibia,Not Available,27671,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18505,2021-04-05 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KANSANSHI MINING PLC nOLD CONGO ROAD nSOLWEZI nNORTH WESTERN PROVINCE nZAMBIA,35625,,-,5062638.2,Zambia,Namibia,Not Available,35625,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18506,2021-04-06 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KANSANSHI MINING PLC nOLD CONGO ROAD nSOLWEZI nNORTH WESTERN PROVINCE nZAMBIA,35659,,-,5067479.12,Zambia,Namibia,Not Available,35659,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18507,2021-05-26 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,34221,,-,4529459.82,Zambia,Namibia,Not Available,34221,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18508,2021-06-26 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,30788,,-,3955024.15,Zambia,Namibia,Not Available,30788,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18509,2021-06-22 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,29151,,-,3893399.19,Congo,Namibia,Not Available,29151,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18510,2021-06-22 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,28074,,-,3715448.05,Zambia,Namibia,Not Available,28074,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18511,2021-06-22 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,28107,,-,3665649.05,Zambia,Namibia,Not Available,28107,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18512,2021-04-08 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,29312,,-,3952237.74,Zambia,Namibia,Not Available,29312,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18513,2021-06-21 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,32567,,-,4329451.75,Zambia,Namibia,Not Available,32567,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18514,2021-07-03 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,25429,,-,3411792.59,Zambia,Namibia,Not Available,25429,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18515,2021-07-02 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,29883,,-,4009347.81,Zambia,Namibia,Not Available,29883,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18516,2021-07-03 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,28742,,-,3846883.73,Zambia,Namibia,Not Available,28742,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18517,2021-07-03 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,30604,,-,4106018.6,Zambia,Namibia,Not Available,30604,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18518,2021-04-07 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KANSANSHI MINING PLC nOLD CONGO ROAD nSOLWEZI nNORTH WESTERN PROVINCE nZAMBIA,35583,,-,5056668.28,Zambia,Namibia,Not Available,35583,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18519,2021-07-03 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,28941,,-,3873550.54,Zambia,Namibia,Not Available,28941,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18520,2021-07-06 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,28023,,-,3779021.19,Zambia,Namibia,Not Available,28023,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18521,2021-04-16 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,33018,,-,4380758.06,Zambia,Namibia,Not Available,33018,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18522,2021-07-04 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,29339,,-,3930101.14,Congo,Namibia,Not Available,29339,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18523,2021-07-03 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,33631,,-,4505035.43,Congo,Namibia,Not Available,33631,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18524,2021-04-08 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,25969,,-,3501519.63,Zambia,Namibia,Not Available,25969,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18525,2021-05-29 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,34094,,-,4462415.39,Zambia,Namibia,Not Available,34094,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18526,2021-04-17 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KANSANSHI MINING PLC nOLD CONGO ROAD nSOLWEZI nNORTH WESTERN PROVINCE nZAMBIA,35705,,-,5015332.91,Zambia,Namibia,Not Available,35705,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18527,2021-04-08 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,33468,,-,4355008.38,Congo,Namibia,Not Available,33468,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18528,2021-05-08 00:00:00,74020000,Unrefined copper; copper anodes for,WALVIS BAY CARGO TERMINAL PTY LTD,,KALUMBILA MINERALS LTD nMWINILUNGA R,30938,,-,4733346.78,Zambia,Namibia,Not Available,30938,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18529,2021-05-29 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,28264.28,,-,3716374.65,Zambia,Namibia,Not Available,28264.28,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18530,2021-06-25 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,NFC AFRICA MINIING PLC n32 ENOS CHOMBA ROAD nKITWE nZAMBIA,33903,,-,4507051.01,Zambia,Namibia,Not Available,33903,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18531,2021-04-14 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,25839,,-,3428231.79,Zambia,Namibia,Not Available,25839,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18532,2021-06-02 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,34956,,-,4557262.74,Zambia,Namibia,Not Available,34956,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18533,2021-06-07 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,31260,,-,4059157.36,Zambia,Namibia,Not Available,31260,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18534,2021-06-04 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,25452,,-,3318213.89,Zambia,Namibia,Not Available,25452,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18535,2021-06-16 00:00:00,74020000,Unrefined copper; copper anodes for,INTERLOGIX NAMIBIA PTY LTD nBOX 20,,CHAMBISHI COPPER SMELER LIMITED nP O,28184.02,,-,3705821.55,Zambia,Namibia,Not Available,28184.02,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18536,2021-05-17 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,35043,,-,4657485.19,Zambia,Namibia,Not Available,35043,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18537,2021-04-02 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,34029,,-,4357282.21,Zambia,Namibia,Not Available,34029,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18538,2021-04-01 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,25001,,-,3199515.04,Zambia,Namibia,Not Available,25001,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18539,2021-04-02 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,34365,,-,4400244.28,Zambia,Namibia,Not Available,34365,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18540,2021-04-01 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,34524,,-,4420698.33,Zambia,Namibia,Not Available,34524,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18541,2021-05-17 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,CHAMBISHI COPPER SMELTER LIMITED n22,34532,,-,4589666.86,Zambia,Namibia,Not Available,34532,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18542,2021-04-13 00:00:00,74020000,Unrefined copper; copper anodes for,MANICA GROUP NAMIBIA PTY LTD nP O BO,,LUALABA COPPER SMELTER SA311 LD KA,29962,,-,3939661.47,Congo,Namibia,Not Available,29962,BDL,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18543,2021-04-17 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,35503,,-,4710475.9,Zambia,Namibia,Not Available,35503,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
18544,2021-06-28 00:00:00,74020000,Unrefined copper; copper anodes for,TRANSWORLD CARGO PTY LTD nP O BOX 6746 WINDHOEK n5 VON BRAUN STREET nWINDHOEK n,,CHAMBISHI COPPER SMELER LIMITED nP O,27954,,-,3775060.39,Zambia,Namibia,Not Available,27954,ING,-,-,Not Available,-,-,-,-,-,-,-,Unrefined copper; copper anodes for,0,,,,Namibia T3  Import
